LastModifiedDate,Case_RecordType_Name,Platform,ReferrerUri,Case_Type,Case_IsClosed,Case_Reason,Name,BrowserLanguage,SupervisorTranscriptBody,Case_ClosedDate,Status,Case_Account_Name,IsDeleted,Case_Status,User_Name,LastViewedDate,StartTime,RequestTime,Case_Product_Family_KB__c,ScreenResolution,StartTime_15Min,CreatedDate,Id,Browser,EndTime,Case_Role_Name,Case_CreatedDate,Case_Type_of_Support__c,LastReferencedDate,Case_Origin,Case_CurrentDate,LiveChatButtonId,OwnerId,UserAgent,Case_CSAT__c,Body,Case_Priority,EndedBy,CaseId,LiveChatButton.CustomAgentName,SystemModstamp,Case_Account_Id,Case_CaseNumber,LiveChatButton_MasterLabel,IpAddress,Location,VisitorMessageCount,Abandoned,AverageResponseTimeOperator,MaxResponseTimeVisitor,AverageResponseTimeVisitor,Case_CSAT,MaxResponseTimeOperator,CSAT,Case_Time_Open__c,OperatorMessageCount,Case_ED_Outcome__c,ChatDuration,WaitTime,LastProcessedDate
2020-07-01T08:23:28.000Z,Technical Service,Android,https://na17.salesforce.com/servlet/servlet.su?oid=00D300000007EfQ&retURL=%2F0033000000PuxU2&sunetworkuserid=005a000000AuCha&sunetworkid=0DBo0000000Gn4h,Product Support,TRUE,Hardware Question,2080,en_US,,2020-03-07T21:10:24.000Z,Completed,Nucor Steel-Nebraska,FALSE,Closed,Zachary Fisher,2020-03-07T07:03:05.000Z,2020-03-07T07:02:05.000Z,2020-03-07T07:00:00.000Z,Cables,,2020-03-07T07:00:00.000Z,2020-03-07T07:00:00.000Z,a4IB00000008VevMAE,IE,2020-03-07T07:08:44.000Z,East CSR,2020-03-07T21:10:24.000Z,Silver,2020-03-07T07:03:05.000Z,Chat,2020-07-13T07:18:39.584Z,573B00000000bwVIAQ,005B0000003JLI4IAO,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/2013-12-19 17:01:57 Firefox/3.6.17,78.23350254,Dolorum iure ab rem rerum. Officia molestias occaecati saepe voluptates dignissimos aperiam consequatur. Dolor odit quos earum quasi ratione.,Low,Agent,500B0000002uCYRIA2,,2020-07-01T08:23:28.000Z,001B000000WJ6XnIAL,2645,Public Website Chat Button,9.212.30.55,New Lauraton,3,203,102,74,55,78,93,78,0,5,68.2,40,101,2020-05-27
2020-07-01T08:23:28.000Z,Technical Service,Unix,https://na13.salesforce.com/home/home.jsp,Product Support,FALSE,Item Damaged,2067,en_US,,2020-04-14T16:39:35.000Z,Completed,Nucor Steel-Nebraska,FALSE,Working,Crystal Rodriguez,2020-03-07T07:04:59.000Z,2020-03-07T07:04:43.000Z,2020-03-07T07:00:00.000Z,Video Games,,2020-03-07T07:00:00.000Z,2020-03-07T07:00:00.000Z,a4IB00000008VeiMAE,Chrome,2020-03-07T07:11:43.000Z,West CSR,2020-01-21T16:39:35.000Z,Free,2020-03-07T07:04:59.000Z,Chat,2020-07-13T07:18:39.584Z,573B00000000bwVIAQ,005B0000003JLI5IAO,Opera/8.41.(X11; Linux i686; en-US) Presto/2.9.171 Version/10.00,79.08502538,Alias sapiente voluptatem dignissimos aut nostrum non neque minima. Eveniet aut consequuntur expedita nobis velit. Minima optio explicabo aliquid ipsum omnis perferendis. Sed ut quis explicabo illum delectus qui aliquid.,High,Agent,500B00000045waNIAQ,,2020-07-01T08:23:28.000Z,001B000000WJ6XnIAL,18641,Public Website Chat Button,57.99.241.137,Michelleshire,34,52,129,210,162,79,44,79,84,57,69.1,559,82,2020-05-27
2020-07-01T08:23:28.000Z,Technical Service,iOS,https://sdodemo-main.force.com/customers/servlet/servlet.Integration?ic=1&lid=01ra0000001VlbP,Product Support,FALSE,Item Damaged,2068,en_US,,2020-04-14T16:39:35.000Z,Completed,Nucor Steel-Nebraska,FALSE,Working,Crystal Rodriguez,2020-03-07T07:04:03.000Z,2020-03-07T07:04:22.000Z,2020-03-07T07:00:00.000Z,Video Games,,2020-03-07T07:00:00.000Z,2020-03-07T07:00:00.000Z,a4IB00000008VejMAE,IE,2020-03-07T07:05:20.000Z,West CSR,2020-01-21T16:39:35.000Z,Free,2020-03-07T07:04:03.000Z,Chat,2020-07-13T07:18:39.584Z,573B00000000bwVIAQ,005B0000003JLI5IAO,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; en-US) AppleWebKit/531.32.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6531.32.6",79.08502538,Recusandae veniam dolores dolore possimus rem voluptatibus dolor. Officiis similique explicabo voluptate ex molestias. Provident ratione facere natus exercitationem deleniti perspiciatis eius.,High,Visitor,500B00000045waNIAQ,,2020-07-01T08:23:28.000Z,001B000000WJ6XnIAL,18641,Public Website Chat Button,110.135.131.74,East Gary,34,212,94,86,75,79,37,79,84,50,69.1,405,100,2020-05-27
2020-07-01T08:23:28.000Z,Technical Service,Windows,https://sdodemo-main.force.com/consumers/servlet/servlet.Integration?lid=01ro0000000EN78&ic=1,Product Support,FALSE,Item Damaged,2069,en_US,,2020-04-14T16:39:35.000Z,Missed,Nucor Steel-Nebraska,FALSE,Working,Crystal Rodriguez,2020-03-07T07:02:48.000Z,2020-03-07T07:00:47.000Z,2020-03-07T07:00:00.000Z,Video Games,,2020-03-07T07:00:00.000Z,2020-03-07T07:00:00.000Z,a4IB00000008VekMAE,Edge,2020-03-07T07:06:58.000Z,West CSR,2020-01-21T16:39:35.000Z,Free,2020-03-07T07:02:48.000Z,Chat,2020-07-13T07:18:39.584Z,573B00000000bwVIAQ,005B0000003JLI5IAO,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/2016-07-24 16:15:33 Firefox/12.0,79.08502538,Perferendis sunt nisi reprehenderit placeat recusandae cumque fuga. Temporibus odio enim voluptatibus nam praesentium voluptas delectus. Quis aliquam voluptatem unde error. Ipsam ut suscipit dolor consectetur.,High,Visitor,500B00000045waNIAQ,,2020-07-01T08:23:28.000Z,001B000000WJ6XnIAL,18641,Public Website Chat Button,70.7.2.252,East Peter,20,97,43,83,88,79,17,79,84,42,69.1,260,74,2020-05-27
2020-07-01T08:23:28.000Z,Technical Service,iOS,https://mail.google.com/mail/u/0/,Product Support,FALSE,Item Damaged,2070,en_US,,2020-04-14T16:39:35.000Z,Completed,Nucor Steel-Nebraska,FALSE,Working,Crystal Rodriguez,2020-02-03T12:36:43.000Z,2020-02-03T12:40:43.000Z,2020-02-03T12:36:00.000Z,Video Games,,2020-02-03T12:30:00.000Z,2020-02-03T12:36:00.000Z,a4IB00000008VelMAE,Chrome,2020-02-03T12:44:27.000Z,West CSR,2020-01-21T16:39:35.000Z,Free,2020-02-03T12:36:43.000Z,Chat,2020-07-13T07:18:39.584Z,573B00000000bwVIAQ,005B0000003JLI5IAO,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/3.0),79.08502538,Delectus minima laudantium necessitatibus itaque atque aut reprehenderit corporis. Itaque vero rerum dicta inventore rem. Quaerat deserunt molestias suscipit tempore fugit. Quia ex cupiditate autem in eveniet optio.,High,Visitor,500B00000045waNIAQ,,2020-07-01T08:23:28.000Z,001B000000WJ6XnIAL,18641,Public Website Chat Button,203.42.5.225,Ashleyfurt,49,73,108,40,49,79,33,79,84,97,69.1,208,33,2020-05-27
2020-07-01T08:23:28.000Z,Technical Service,Windows,https://sdodemo-main.force.com/partners/servlet/servlet.Integration?lid=01ra0000001VlbA&ic=1,Product Support,FALSE,Hardware Question,2071,en_US,,2020-05-28T17:17:15.000Z,Completed,Nucor Steel-Nebraska,FALSE,On Hold,William Edwards,2020-03-07T07:04:14.000Z,2020-03-07T07:04:21.000Z,2020-03-07T07:00:00.000Z,Video Games,,2020-03-07T07:00:00.000Z,2020-03-07T07:00:00.000Z,a4IB00000008VemMAE,Chrome,2020-03-07T07:06:07.000Z,East CSR,2020-03-05T17:17:15.000Z,Free,2020-03-07T07:04:14.000Z,Chat,2020-07-13T07:18:39.584Z,573B00000000bwVIAQ,005B0000003JLI6IAO,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; en-US) AppleWebKit/535.1.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6535.1.5",78.34263959,Esse aspernatur occaecati incidunt exercitationem ipsa velit voluptate. Cum in minima possimus dignissimos inventore similique soluta cupiditate. Nemo neque asperiores corporis possimus sit.,Medium,Visitor,500B0000003375WIAQ,,2020-07-01T08:23:28.000Z,001B000000WJ6XnIAL,15838,Public Website Chat Button,77.207.131.45,North Adamborough,12,115,159,135,29,78,39,78,84,18,68.3,336,85,2020-05-27
2020-07-01T08:23:28.000Z,Technical Service,Android,https://sdodemo-main.force.com/customers/servlet/servlet.Integration?lid=01ra0000001VlbP&ic=1,Product Support,TRUE,Item Damaged,2072,en_US,,2020-03-04T22:04:55.000Z,Completed,Nucor Steel-Nebraska,FALSE,Closed,Marissa White,2020-03-04T22:07:49.000Z,2020-03-04T22:05:13.000Z,2020-03-04T22:04:55.000Z,Video Games,,2020-03-04T22:00:00.000Z,2020-03-04T22:04:55.000Z,a4IB00000008VenMAE,Firefox,2020-03-04T22:06:58.000Z,East CSR,2020-03-04T22:04:55.000Z,Free,2020-03-04T22:07:49.000Z,Chat,2020-07-13T07:18:39.584Z,573B00000000bwVIAQ,005B0000003JLIIIA4,Opera/8.46.(X11; Linux i686; sl-SI) Presto/2.9.163 Version/12.00,72.15989848,Impedit aspernatur pariatur culpa eum ratione cupiditate. Corporis sint molestiae mollitia illo. Voluptates nobis impedit magni ducimus et nobis sapiente. Asperiores delectus omnis debitis sit a sint.,Medium,Agent,500B00000045waOIAQ,,2020-07-01T08:23:28.000Z,001B000000WJ6XnIAL,18642,Public Website Chat Button,141.142.36.194,Suzannechester,8,75,87,87,60,72,50,72,0,3,51.6,5,9,2020-05-27
2020-07-01T08:23:28.000Z,Technical Service,Android,https://mail.google.com/mail/u/0/,Product Support,TRUE,Hardware Question,2073,en_US,,2020-01-23T22:12:48.000Z,Missed,Nucor Steel-Nebraska,FALSE,Closed,Vincent Parrish,2020-01-23T22:15:51.000Z,2020-01-23T22:15:59.000Z,2020-01-23T22:12:48.000Z,Cables,,2020-01-23T22:15:00.000Z,2020-01-23T22:12:48.000Z,a4IB00000008VeoMAE,IE,2020-01-23T22:16:40.000Z,East CSR,2020-01-23T22:12:48.000Z,Silver,2020-01-23T22:15:51.000Z,Chat,2020-07-13T07:18:39.584Z,573B00000000bwVIAQ,005B0000003JLIJIA4,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_0 rv:4.0; sl-SI) AppleWebKit/534.6.2 (KHTML, like Gecko) Version/4.0.2 Safari/534.6.2",79.52893401,Debitis ducimus laboriosam repellendus atque nostrum asperiores fugiat. Sequi distinctio dolorem tempora magni asperiores dignissimos. Ut nostrum pariatur tempore incidunt repellendus quasi.,High,Visitor,500B00000045waPIAQ,,2020-07-01T08:23:28.000Z,001B000000WJ6XnIAL,18643,Public Website Chat Button,211.37.90.163,Lake Curtismouth,30,286,11,174,7,80,29,80,0,67,69.5,558,90,2020-05-27
2020-07-01T08:23:28.000Z,Technical Service,Windows,https://mail.google.com/mail/u/0/,Product Support,TRUE,Hardware Question,2074,en_US,,2020-01-23T22:12:48.000Z,Completed,Nucor Steel-Nebraska,FALSE,Closed,Vincent Parrish,2020-01-23T22:15:42.000Z,2020-01-23T22:15:47.000Z,2020-01-23T22:12:48.000Z,Cables,,2020-01-23T22:15:00.000Z,2020-01-23T22:12:48.000Z,a4IB00000008VepMAE,Chrome,2020-01-23T22:24:34.000Z,East CSR,2020-01-23T22:12:48.000Z,Silver,2020-01-23T22:15:42.000Z,Chat,2020-07-13T07:18:39.584Z,573B00000000bwVIAQ,005B0000003JLIJIA4,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; it-IT) AppleWebKit/534.35.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6534.35.5",79.52893401,Cum quibusdam maiores quasi repudiandae temporibus explicabo. Quia ipsam nam iusto maiores magni magnam cumque. Adipisci id odio consequatur porro saepe dolore sequi.,High,Agent,500B00000045waPIAQ,,2020-07-01T08:23:28.000Z,001B000000WJ6XnIAL,18643,Public Website Chat Button,219.89.101.195,Susanhaven,9,180,36,158,143,80,74,80,0,1,69.5,466,9,2020-05-27
2020-07-01T08:23:28.000Z,Technical Service,iOS,https://sdodemo-main.force.com/consumers/servlet/servlet.Integration?lid=01ro0000000EN78&ic=1,Product Support,TRUE,Hardware Question,2075,en_US,,2020-01-23T22:12:48.000Z,Completed,Nucor Steel-Nebraska,FALSE,Closed,Vincent Parrish,2020-01-23T22:16:44.000Z,2020-01-23T22:13:31.000Z,2020-01-23T22:12:48.000Z,Cables,,2020-01-23T22:00:00.000Z,2020-01-23T22:12:48.000Z,a4IB00000008VeqMAE,IE,2020-01-23T22:20:22.000Z,East CSR,2020-01-23T22:12:48.000Z,Silver,2020-01-23T22:16:44.000Z,Chat,2020-07-13T07:18:39.584Z,573B00000000bwVIAQ,005B0000003JLIJIA4,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.0; Trident/3.0),79.52893401,Hic officiis repellendus nihil voluptatem cupiditate soluta sint. Aliquam neque consectetur aperiam soluta fugiat iure dicta. Ab nihil nobis vero vel. Facere eius consectetur exercitationem occaecati eligendi officiis.,High,Visitor,500B00000045waPIAQ,,2020-07-01T08:23:28.000Z,001B000000WJ6XnIAL,18643,Public Website Chat Button,100.19.174.23,New Maryshire,28,157,110,191,104,80,14,80,0,46,69.5,559,19,2020-05-27
