"Industry","Account_ID","Account_ID_formula","Product_Name","Region","Account_Name","Potential_Revenue","Propensity_to_Buy","Whitespace"
"Consulting","0014x000008aRKSAA2","0015w00002DFO1kAAH","Akaike","CO","24-7 Financial.com",10000,0.15,1
"Consulting","0014x000008aRJXAA2","0015w00002DFO1kAAH","Akaike","MT","A Open Booking Agency",10000,0.43,1
"Consulting","0014x000009abO7AAI","0015w00002DFO1kAAH","Akaike","CA","Accusage, Inc.",10000,0.81,1
"Consulting","0014x000009abMiAAI","0015w00002DFO1kAAH","Akaike","OR","Acme Partners",10000,0.18,2
"Consulting","0014x000008aRMPAA2","0015w00002DFO1kAAH","Akaike","OR","Activsupport",10000,0.14,1
"Consulting","0014x000008aRICAA2","0015w00002DFO1kAAH","Akaike","NV","AdExchange.com",10000,0.46,2
"Consulting","0014x000009abMoAAI","0015w00002DFO1kAAH","Akaike","UT","Advanced Communications",10000,0.67,2
"Consulting","0014x000009abNUAAY","0015w00002DFO1kAAH","Akaike","OR","Allied Technologies",10000,0.76,1
"Consulting","0014x000009abNSAAY","0015w00002DFO1kAAH","Akaike","NV","Anaco Limited",10000,0.23,2
"Consulting","0014x000009abNTAAY","0015w00002DFO1kAAH","Akaike","WA","Associated Supply Co.",10000,0.62,2
"Consulting","0014x000008aRKSAA2","0015w00002DFO1kAAH","Akaike","UT","Big Sky & Sons",10000,0.15,1
"Consulting","0014x000009abO5AAI","0015w00002DFO1kAAH","Akaike","CA","Biospan, LLC.",10000,0.19,3
"Consulting","0014x000009abNDAAY","0015w00002DFO1kAAH","Akaike","OR","Datanet, Inc.",10000,0.16,1
"Consulting","0014x000009abMmAAI","0015w00002DFO1kAAH","Akaike","OR","Displaytech",10000,0.66,1
"Consulting","0014x000009abNeAAI","0015w00002DFO1kAAH","Akaike","CA","Employnet",10000,0.83,3
"Consulting","0014x000009abNOAAY","0015w00002DFO1kAAH","Akaike","NV","General Utilities",10000,0.85,3
"Consulting","0014x000009abNhAAI","0015w00002DFO1kAAH","Akaike","UT","Goodman Imports",10000,0.46,3
"Consulting","0014x000009abNBAAY","0015w00002DFO1kAAH","Akaike","CO","Green Fields Media",10000,0.68,3
"Consulting","0014x000009abNjAAI","0015w00002DFO1kAAH","Akaike","CO","Gusto Manufacturing",10000,0.46,2
"Consulting","0014x000009abNkAAI","0015w00002DFO1kAAH","Akaike","OR","Harmon Consulting",10000,0.15,2
"Consulting","0014x000009abNgAAI","0015w00002DFO1kAAH","Akaike","CA","Haven Enterprises",10000,0.86,2
"Consulting","0014x000009abNXAAY","0015w00002DFO1kAAH","Akaike","WA","Homeland Company",10000,0.86,1
"Consulting","0014x000008aRG4AAM","0015w00002DFO1kAAH","Akaike","OR","Integrity Systems",10000,0.89,3
"Consulting","0014x000009abNHAAY","0015w00002DFO1kAAH","Akaike","AZ","Inventure, Inc.",10000,0.55,3
"Consulting","0014x000009abMkAAI","0015w00002DFO1kAAH","Akaike","NV","Meridian Partners",10000,0.67,3
"Consulting","0014x000009abNPAAY","0015w00002DFO1kAAH","Akaike","WY","Missoula & Sons Inc.",10000,0.13,1
"Consulting","0014x000009abNwAAI","0015w00002DFO1kAAH","Akaike","WA","Momentum Design",10000,0.61,3
"Consulting","0014x000009abO8AAI","0015w00002DFO1kAAH","Akaike","CA","NetAssist, Inc.",10000,0.86,3
"Consulting","0014x000009abMlAAI","0015w00002DFO1kAAH","Akaike","WA","Ohana, Inc.",10000,0.67,3
"Consulting","0014x000009abNZAAY","0015w00002DFO1kAAH","Akaike","NV","Open Source Inc.",10000,0.84,1
"Consulting","0014x000009abNbAAI","0015w00002DFO1kAAH","Akaike","CA","Optos Inc.",10000,0.1,3
"Consulting","0014x000009abO6AAI","0015w00002DFO1kAAH","Akaike","ID","Plasmosis, Inc.",10000,0.54,2
"Consulting","0014x000009abNiAAI","0015w00002DFO1kAAH","Akaike","CO","Roseburg Products",10000,0.61,3
"Consulting","0014x000009abO1AAI","0015w00002DFO1kAAH","Akaike","CA","Silodyne Company",10000,0.81,2
"Consulting","0014x000009abNMAAY","0015w00002DFO1kAAH","Akaike","CO","Southern Solutions",10000,0.84,1
"Consulting","0014x000009abMqAAI","0015w00002DFO1kAAH","Akaike","UT","Tech Labs",10000,0.31,3
"Consulting","0014x000009abNaAAI","0015w00002DFO1kAAH","Akaike","MT","Towson Inc.",10000,0.38,2
"Consulting","0014x000009abNfAAI","0015w00002DFO1kAAH","Akaike","ID","Tyconet",10000,0.74,3
"Consulting","0014x000009abNcAAI","0015w00002DFO1kAAH","Akaike","NV","UlyssesNet",10000,0.71,1
"Consulting","0014x000009abNJAAY","0015w00002DFO1kAAH","Akaike","WA","Universal Containers",10000,0.4,2
"Consulting","0014x000009abNNAAY","0015w00002DFO1kAAH","Akaike","CO","Valley Supply Inc.",10000,0.34,2
"Consulting","0014x000009abNxAAI","0015w00002DFO1kAAH","Akaike","NV","Wellspring, Inc.",10000,0.61,2
"Consulting","0014x000009abNYAAY","0015w00002DFO1kAAH","Akaike","WA","XPower",10000,0.82,1
"Consulting","0014x000009abNAAAY","0015w00002DFO1kAAH","Akaike","MT","Zenith Distributors",10000,0.73,2
"Consulting","0014x000008aRKSAA2","0015w00002DFO1kAAH","Breiman","CO","24-7 Financial.com",12000,0.89,2
"Consulting","0014x000008aRJXAA2","0015w00002DFO1kAAH","Breiman","MT","A Open Booking Agency",12000,0.76,2
"Consulting","0014x000009abO7AAI","0015w00002DFO1kAAH","Breiman","CA","Accusage, Inc.",12000,0.84,3
"Consulting","0014x000009abMiAAI","0015w00002DFO1kAAH","Breiman","OR","Acme Partners",12000,0.28,2
"Consulting","0014x000008aRMPAA2","0015w00002DFO1kAAH","Breiman","OR","Activsupport",12000,0.66,2
"Consulting","0014x000008aRICAA2","0015w00002DFO1kAAH","Breiman","NV","AdExchange.com",12000,0.5,2
"Consulting","0014x000009abMoAAI","0015w00002DFO1kAAH","Breiman","UT","Advanced Communications",12000,0.25,3
"Consulting","0014x000009abNUAAY","0015w00002DFO1kAAH","Breiman","OR","Allied Technologies",12000,0.4,3
"Consulting","0014x000009abNSAAY","0015w00002DFO1kAAH","Breiman","NV","Anaco Limited",12000,0.76,2
"Consulting","0014x000009abNTAAY","0015w00002DFO1kAAH","Breiman","WA","Associated Supply Co.",12000,0.11,2
"Consulting","0014x000008aRKSAA2","0015w00002DFO1kAAH","Breiman","UT","Big Sky & Sons",12000,0.68,1
"Consulting","0014x000009abO5AAI","0015w00002DFO1kAAH","Breiman","CA","Biospan, LLC.",12000,0.87,3
"Consulting","0014x000009abNDAAY","0015w00002DFO1kAAH","Breiman","OR","Datanet, Inc.",12000,0.84,2
"Consulting","0014x000009abMmAAI","0015w00002DFO1kAAH","Breiman","OR","Displaytech",12000,0.28,1
"Consulting","0014x000009abNeAAI","0015w00002DFO1kAAH","Breiman","CA","Employnet",12000,0.73,2
"Consulting","0014x000009abNOAAY","0015w00002DFO1kAAH","Breiman","NV","General Utilities",12000,0.12,1
"Consulting","0014x000009abNhAAI","0015w00002DFO1kAAH","Breiman","UT","Goodman Imports",12000,0.89,3
"Consulting","0014x000009abNBAAY","0015w00002DFO1kAAH","Breiman","CO","Green Fields Media",12000,0.39,2
"Consulting","0014x000009abNjAAI","0015w00002DFO1kAAH","Breiman","CO","Gusto Manufacturing",12000,0.51,2
"Consulting","0014x000009abNkAAI","0015w00002DFO1kAAH","Breiman","OR","Harmon Consulting",12000,0.5,3
"Consulting","0014x000009abNgAAI","0015w00002DFO1kAAH","Breiman","CA","Haven Enterprises",12000,0.37,3
"Consulting","0014x000009abNXAAY","0015w00002DFO1kAAH","Breiman","WA","Homeland Company",12000,0.3,2
"Consulting","0014x000008aRG4AAM","0015w00002DFO1kAAH","Breiman","OR","Integrity Systems",12000,0.2,2
"Consulting","0014x000009abNHAAY","0015w00002DFO1kAAH","Breiman","AZ","Inventure, Inc.",12000,0.25,3
"Consulting","0014x000009abMkAAI","0015w00002DFO1kAAH","Breiman","NV","Meridian Partners",12000,0.81,1
"Consulting","0014x000009abNPAAY","0015w00002DFO1kAAH","Breiman","WY","Missoula & Sons Inc.",12000,0.41,3
"Consulting","0014x000009abNwAAI","0015w00002DFO1kAAH","Breiman","WA","Momentum Design",12000,0.4,1
"Consulting","0014x000009abO8AAI","0015w00002DFO1kAAH","Breiman","CA","NetAssist, Inc.",12000,0.88,2
"Consulting","0014x000009abMlAAI","0015w00002DFO1kAAH","Breiman","WA","Ohana, Inc.",12000,0.75,1
"Consulting","0014x000009abNZAAY","0015w00002DFO1kAAH","Breiman","NV","Open Source Inc.",12000,0.2,2
"Consulting","0014x000009abNbAAI","0015w00002DFO1kAAH","Breiman","CA","Optos Inc.",12000,0.34,1
"Consulting","0014x000009abO6AAI","0015w00002DFO1kAAH","Breiman","ID","Plasmosis, Inc.",12000,0.64,2
"Consulting","0014x000009abNiAAI","0015w00002DFO1kAAH","Breiman","CO","Roseburg Products",12000,0.21,3
"Consulting","0014x000009abO1AAI","0015w00002DFO1kAAH","Breiman","CA","Silodyne Company",12000,0.73,3
"Consulting","0014x000009abNMAAY","0015w00002DFO1kAAH","Breiman","CO","Southern Solutions",12000,0.79,1
"Consulting","0014x000009abMqAAI","0015w00002DFO1kAAH","Breiman","UT","Tech Labs",12000,0.68,1
"Consulting","0014x000009abNaAAI","0015w00002DFO1kAAH","Breiman","MT","Towson Inc.",12000,0.31,1
"Consulting","0014x000009abNfAAI","0015w00002DFO1kAAH","Breiman","ID","Tyconet",12000,0.87,2
"Consulting","0014x000009abNcAAI","0015w00002DFO1kAAH","Breiman","NV","UlyssesNet",12000,0.71,3
"Consulting","0014x000009abNJAAY","0015w00002DFO1kAAH","Breiman","WA","Universal Containers",12000,0.68,1
"Consulting","0014x000009abNNAAY","0015w00002DFO1kAAH","Breiman","CO","Valley Supply Inc.",12000,0.86,3
"Consulting","0014x000009abNxAAI","0015w00002DFO1kAAH","Breiman","NV","Wellspring, Inc.",12000,0.41,2
"Consulting","0014x000009abNYAAY","0015w00002DFO1kAAH","Breiman","WA","XPower",12000,0.14,1
"Consulting","0014x000009abNAAAY","0015w00002DFO1kAAH","Breiman","MT","Zenith Distributors",12000,0.79,1
"Consulting","0014x000008aRKSAA2","0015w00002DFO1kAAH","Cook","CO","24-7 Financial.com",18000,0.17,1
"Consulting","0014x000008aRJXAA2","0015w00002DFO1kAAH","Cook","MT","A Open Booking Agency",18000,0.21,3
"Consulting","0014x000009abO7AAI","0015w00002DFO1kAAH","Cook","CA","Accusage, Inc.",18000,0.36,3
"Consulting","0014x000009abMiAAI","0015w00002DFO1kAAH","Cook","OR","Acme Partners",18000,0.7,3
"Consulting","0014x000008aRMPAA2","0015w00002DFO1kAAH","Cook","OR","Activsupport",18000,0.76,1
"Consulting","0014x000008aRICAA2","0015w00002DFO1kAAH","Cook","NV","AdExchange.com",18000,0.14,2
"Consulting","0014x000009abMoAAI","0015w00002DFO1kAAH","Cook","UT","Advanced Communications",18000,0.14,3
