"Account_ID","Closed","Product_Name","Account_Name","Amount","Product_Owned","Propensity_to_Buy"
"0014x00001KSH3nAAH","TRUE","Product A","Omega, Inc.",77507,33,0.55
"0014x00001KSH3nAAH","FALSE","Product B","Omega, Inc.",100000,0,0.45
"0014x00001KSH3nAAH","TRUE","Product C","Omega, Inc.",23252,67,0.37
"0014x00001KSH3nAAH","TRUE","Product D","Omega, Inc.",131762,55,0.18
"0014x00001KSH3nAAH","FALSE","Product E","Omega, Inc.",15000,11,0.73
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",10000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",10000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",10000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",10000,0,0
"0014x00001KSH3nAAH","FALSE","Do Not Include","Omega, Inc.",4294,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",4294,0,0
"0014x00001KSH3nAAH","FALSE","Do Not Include","Omega, Inc.",12269,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",13157,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",4000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",23252,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",12263,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",60000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",46504,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",15920,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",7361,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",36144,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",7361,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",7361,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",9690,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",50000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",15000,0,0
"0014x00001KSH3nAAH","FALSE","Do Not Include","Omega, Inc.",150000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",921,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",0,0,0
"0014x00001KSH3nAAH","FALSE","Do Not Include","Omega, Inc.",660375,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",10000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",14208,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",32000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",18000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",124011,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",38753,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",250000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",38753,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",60000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",65000,0,0
"0014x00001KSH3nAAH","FALSE","Do Not Include","Omega, Inc.",15501,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",15501,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",5000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",100000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",87209,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",5000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",10000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",20000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",110000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",10000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",38753,0,0
"0014x00001KSH3nAAH","FALSE","Do Not Include","Omega, Inc.",25000,0,0
"0014x00001KSH3nAAH","FALSE","Do Not Include","Omega, Inc.",61349,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",0,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",15350,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",50000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",101000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",51000,0,0
"0014x00001KSH3nAAH","FALSE","Do Not Include","Omega, Inc.",136500,0,0
"0014x00001KSH3nAAH","FALSE","Do Not Include","Omega, Inc.",0,0,0
"0014x00001KSH3nAAH","FALSE","Do Not Include","Omega, Inc.",310029,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",14000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",14754,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",125000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",76744,0,0
"0014x00001KSH3nAAH","FALSE","Do Not Include","Omega, Inc.",15501,0,0
"0014x00001KSH3nAAH","FALSE","Do Not Include","Omega, Inc.",400000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",87250,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",29000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",31002,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",14261,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",20000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",40000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",4014,0,0
"0014x00001KSH3nAAH","FALSE","Do Not Include","Omega, Inc.",780,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",45000,0,0
"0014x00001KSH3nAAH","FALSE","Do Not Include","Omega, Inc.",2332,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",300000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",200000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",200000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",19078,0,0
"0014x00001KSH3nAAH","FALSE","Do Not Include","Omega, Inc.",60000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",22000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",10000,0,0
"0014x00001KSH3nAAH","FALSE","Do Not Include","Omega, Inc.",4500,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",348837,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",24170,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",15501,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",50000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",150000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",232558,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",775073,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",163680,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",50000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",80000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",232558,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",110000,0,0
"0014x00001KSH3nAAH","FALSE","Do Not Include","Omega, Inc.",9166,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",11627,0,0
"0014x00001KSH3nAAH","FALSE","Do Not Include","Omega, Inc.",250000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",30000,0,0
"0014x00001KSH3nAAH","FALSE","Do Not Include","Omega, Inc.",200000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",40000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",15,0,0
"0014x00001KSH3nAAH","FALSE","Do Not Include","Omega, Inc.",13000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",9600,0,0
"0014x00001KSH3nAAH","FALSE","Do Not Include","Omega, Inc.",289473,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",20151,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",15000,0,0
"0014x00001KSH3nAAH","FALSE","Do Not Include","Omega, Inc.",25000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",90000,0,0
"0014x00001KSH3nAAH","FALSE","Do Not Include","Omega, Inc.",149000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",10000,0,0
"0014x00001KSH3nAAH","FALSE","Do Not Include","Omega, Inc.",15000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",15000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",10000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",46504,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",12977,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",61000,0,0
"0014x00001KSH3nAAH","FALSE","Do Not Include","Omega, Inc.",38617,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",30000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",500000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",30000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",290697,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",821578,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",101000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",4600,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",105000,0,0
"0014x00001KSH3nAAH","FALSE","Do Not Include","Omega, Inc.",200,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",5000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",250000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",12269,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",11685,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",23252,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",3613,0,0
"0014x00001KSH3nAAH","FALSE","Do Not Include","Omega, Inc.",300000,0,0
"0014x00001KSH3nAAH","FALSE","Do Not Include","Omega, Inc.",250000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",10000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",18404,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",1560,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",145001,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",23252,0,0
"0014x00001KSH3nAAH","FALSE","Do Not Include","Omega, Inc.",116279,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",158860,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",200000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",25000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",232522,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",25301,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",101000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",12269,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",15501,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",31002,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",16867,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",16867,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",170000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",265075,0,0
"0014x00001KSH3nAAH","FALSE","Do Not Include","Omega, Inc.",15000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",193759,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",7000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",100000,0,0
"0014x00001KSH3nAAH","FALSE","Do Not Include","Omega, Inc.",111000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",20000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",89488,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",0,0,0
"0014x00001KSH3nAAH","FALSE","Do Not Include","Omega, Inc.",50000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",101000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",5500,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",80000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",19000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",50000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",360000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",1162,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",0,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",3000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",110000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",35000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",13054,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",15000,0,0
"0014x00001KSH3nAAH","TRUE","Do Not Include","Omega, Inc.",150000,0,0
